@relation bank-full-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0

@attribute age numeric
@attribute job {management,technician,entrepreneur,blue-collar,unknown,retired,admin.,services,self-employed,unemployed,housemaid,student}
@attribute marital {married,single,divorced}
@attribute education {tertiary,secondary,unknown,primary}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {yes,no}
@attribute loan {no,yes}
@attribute contact {unknown,cellular,telephone}
@attribute day numeric
@attribute month {may,jun,jul,aug,oct,nov,dec,jan,feb,mar,apr,sep}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {unknown,failure,other,success}
@attribute class {no,yes}

@data
41,self-employed,married,tertiary,no,0,yes,no,telephone,29,apr,395,3,426,1,other,yes
32,management,single,tertiary,no,406,no,no,unknown,29,may,35,24,-1,0,unknown,no
55,unemployed,divorced,secondary,no,283,yes,yes,unknown,14,may,220,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,412,yes,no,unknown,3,jun,316,1,-1,0,unknown,no
41,management,married,tertiary,no,141,yes,yes,unknown,8,may,146,3,-1,0,unknown,no
40,management,married,tertiary,no,406,no,no,unknown,6,jun,262,1,-1,0,unknown,no
41,management,married,tertiary,no,30,no,no,cellular,19,aug,171,7,-1,0,unknown,no
44,technician,married,secondary,no,608,no,no,cellular,26,aug,128,2,-1,0,unknown,no
35,technician,single,secondary,no,1609,yes,no,unknown,30,may,288,3,-1,0,unknown,no
39,technician,married,secondary,no,768,yes,yes,unknown,27,may,171,4,-1,0,unknown,no
52,services,divorced,secondary,no,12,yes,no,cellular,6,may,78,1,170,1,failure,no
32,blue-collar,married,secondary,no,883,yes,yes,unknown,30,may,59,1,-1,0,unknown,no
40,blue-collar,married,primary,no,34,yes,no,cellular,6,may,350,2,344,1,failure,no
53,housemaid,divorced,secondary,no,120,no,no,unknown,17,jun,343,2,-1,0,unknown,no
26,unknown,single,secondary,no,1187,no,no,unknown,17,nov,44,1,-1,0,unknown,no
41,services,married,secondary,no,1836,yes,yes,cellular,15,apr,139,1,-1,0,unknown,no
31,management,single,tertiary,no,357,yes,no,unknown,23,may,77,3,-1,0,unknown,no
59,self-employed,married,primary,no,0,yes,no,telephone,28,jul,97,2,-1,0,unknown,no
62,retired,married,secondary,no,243,no,no,cellular,25,jan,117,1,280,1,success,no
54,services,married,secondary,no,-626,yes,yes,cellular,31,jul,294,5,-1,0,unknown,no
51,self-employed,divorced,tertiary,no,5244,no,no,unknown,17,jun,266,2,-1,0,unknown,no
39,management,married,tertiary,no,378,yes,yes,unknown,5,may,127,2,-1,0,unknown,no
33,unemployed,married,secondary,no,1211,no,no,cellular,7,aug,456,1,-1,0,unknown,yes
31,technician,married,secondary,no,367,no,no,cellular,28,aug,79,17,-1,0,unknown,no
45,unemployed,married,primary,no,180,yes,yes,unknown,27,may,62,2,-1,0,unknown,no
36,management,married,tertiary,no,0,yes,no,unknown,2,jun,1576,3,-1,0,unknown,no
45,services,married,secondary,no,567,yes,no,telephone,14,aug,234,3,-1,0,unknown,no
54,retired,married,secondary,no,3671,no,no,unknown,11,jun,67,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,1324,yes,no,telephone,25,oct,119,1,89,2,other,no
41,entrepreneur,divorced,tertiary,no,958,no,no,cellular,10,jul,72,1,-1,0,unknown,no
33,management,single,tertiary,no,4176,no,no,cellular,26,mar,288,3,-1,0,unknown,yes
55,retired,divorced,secondary,no,13,yes,no,cellular,11,may,190,1,300,2,failure,no
43,admin.,married,secondary,no,352,no,yes,cellular,31,jul,165,4,-1,0,unknown,no
45,housemaid,married,primary,no,0,no,no,cellular,14,aug,195,2,-1,0,unknown,no
49,technician,married,tertiary,no,-129,yes,no,cellular,8,may,240,1,-1,0,unknown,no
50,blue-collar,divorced,primary,no,388,no,no,cellular,5,feb,701,1,-1,0,unknown,no
34,technician,married,secondary,no,65,yes,no,unknown,8,may,63,3,-1,0,unknown,no
32,blue-collar,married,secondary,no,2,yes,no,cellular,15,may,16,9,309,1,failure,no
52,management,divorced,tertiary,no,2909,yes,no,unknown,30,may,110,1,-1,0,unknown,no
60,services,divorced,secondary,no,47,no,no,unknown,11,jun,360,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,1794,yes,no,cellular,12,may,360,1,173,1,other,no
76,retired,married,secondary,no,242,no,no,telephone,16,sep,994,3,-1,0,unknown,no
26,student,single,unknown,no,598,no,no,cellular,6,mar,136,1,-1,0,unknown,no
28,blue-collar,single,primary,no,-30,yes,no,cellular,31,jul,108,5,-1,0,unknown,no
46,technician,single,secondary,no,834,yes,no,cellular,11,jul,196,2,-1,0,unknown,no
47,technician,married,secondary,no,0,no,no,cellular,19,aug,210,2,-1,0,unknown,no
50,blue-collar,married,primary,no,1179,no,no,unknown,19,jun,30,1,-1,0,unknown,no
29,management,single,tertiary,no,572,no,no,cellular,4,jun,224,1,-1,0,unknown,yes
35,blue-collar,married,secondary,no,306,no,no,unknown,20,jun,12,8,-1,0,unknown,no
30,student,single,tertiary,no,34,yes,no,unknown,6,may,289,1,-1,0,unknown,no
30,student,single,unknown,no,-145,no,yes,cellular,8,jul,154,1,-1,0,unknown,no
31,technician,single,secondary,no,87,yes,no,unknown,19,may,259,3,-1,0,unknown,no
34,management,married,tertiary,no,11,yes,no,cellular,17,jul,654,1,-1,0,unknown,no
54,entrepreneur,married,secondary,no,0,yes,no,cellular,5,may,387,2,287,1,failure,no
43,entrepreneur,married,tertiary,no,2589,no,no,unknown,3,jun,38,3,-1,0,unknown,no
51,technician,single,tertiary,no,318,no,no,cellular,4,may,8,3,-1,0,unknown,no
48,management,married,tertiary,no,370,yes,no,cellular,30,jan,134,2,169,2,other,no
42,admin.,divorced,secondary,no,0,yes,no,unknown,7,may,229,2,-1,0,unknown,no
28,management,single,tertiary,no,145,yes,no,cellular,20,apr,277,1,-1,0,unknown,no
47,technician,married,secondary,no,2480,no,no,cellular,6,aug,763,2,-1,0,unknown,yes
50,self-employed,single,secondary,no,0,yes,no,telephone,19,nov,590,2,-1,0,unknown,no
39,technician,single,secondary,no,102,yes,no,cellular,14,aug,272,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,1351,yes,no,cellular,14,may,334,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,513,3,176,2,failure,no
45,admin.,married,secondary,no,5346,yes,yes,unknown,21,oct,187,1,-1,0,unknown,yes
48,blue-collar,married,unknown,no,113,no,no,cellular,11,aug,104,13,-1,0,unknown,no
35,admin.,married,tertiary,no,-272,no,yes,cellular,29,jan,309,1,197,13,other,no
28,management,single,tertiary,no,80,no,no,cellular,20,oct,676,2,146,2,failure,yes
35,entrepreneur,married,tertiary,no,512,yes,no,unknown,30,may,659,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,1794,yes,no,cellular,12,may,360,1,173,1,other,no
28,entrepreneur,married,tertiary,no,4064,no,yes,cellular,11,may,93,2,-1,0,unknown,no
21,entrepreneur,single,tertiary,no,2077,no,no,cellular,5,aug,323,1,-1,0,unknown,yes
40,blue-collar,married,primary,yes,0,yes,no,unknown,6,may,64,2,-1,0,unknown,no
57,services,married,secondary,no,1433,no,no,telephone,21,nov,41,1,-1,0,unknown,no
33,unemployed,married,secondary,no,229,yes,no,unknown,8,may,205,4,-1,0,unknown,no
51,management,married,tertiary,no,-714,no,no,cellular,18,jul,83,2,-1,0,unknown,no
41,management,married,tertiary,no,666,yes,no,cellular,20,nov,106,3,183,3,failure,no
31,management,single,tertiary,no,999,yes,no,cellular,13,apr,187,5,-1,0,unknown,no
50,housemaid,married,secondary,no,0,no,no,unknown,18,jun,551,1,-1,0,unknown,no
37,technician,single,secondary,no,300,no,no,cellular,12,aug,82,1,-1,0,unknown,no
28,management,single,tertiary,no,-227,yes,no,unknown,4,jun,298,2,-1,0,unknown,no
60,retired,married,primary,no,414,no,no,unknown,8,may,395,1,-1,0,unknown,no
34,services,divorced,secondary,no,797,yes,no,cellular,20,nov,88,1,126,1,failure,no
46,management,married,tertiary,no,5261,no,no,cellular,2,feb,215,1,-1,0,unknown,no
53,retired,married,tertiary,no,183,yes,no,unknown,15,may,73,1,-1,0,unknown,no
42,entrepreneur,single,tertiary,no,231,no,no,unknown,17,jun,241,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,525,yes,no,unknown,20,jun,10,6,-1,0,unknown,no
27,unemployed,single,tertiary,no,3060,no,no,cellular,30,jan,533,1,-1,0,unknown,no
54,admin.,married,unknown,no,217,no,no,telephone,17,nov,110,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,1495,yes,no,cellular,12,may,141,1,-1,0,unknown,no
52,admin.,married,secondary,no,692,yes,no,cellular,12,aug,129,9,-1,0,unknown,no
35,blue-collar,married,secondary,no,807,yes,no,unknown,29,may,1185,3,-1,0,unknown,no
54,housemaid,married,secondary,no,922,no,no,telephone,28,jan,123,2,-1,0,unknown,no
45,technician,married,tertiary,no,121,no,no,cellular,18,aug,835,4,-1,0,unknown,no
35,technician,single,tertiary,no,470,yes,no,cellular,25,jul,743,13,-1,0,unknown,yes
34,technician,married,tertiary,no,0,yes,no,unknown,20,may,185,12,-1,0,unknown,no
29,services,single,secondary,no,2800,no,no,cellular,16,jun,202,1,-1,0,unknown,no
36,management,married,tertiary,no,0,no,no,cellular,26,aug,97,3,-1,0,unknown,no
34,technician,divorced,secondary,no,1107,yes,yes,unknown,7,may,345,1,-1,0,unknown,no
41,technician,single,secondary,no,2242,yes,no,cellular,6,may,459,4,-1,0,unknown,no
55,management,married,tertiary,no,1909,no,no,cellular,8,aug,167,1,-1,0,unknown,no
34,management,single,tertiary,no,2607,no,no,cellular,7,may,63,1,336,12,other,no
30,blue-collar,single,secondary,no,-457,yes,no,unknown,5,may,143,2,-1,0,unknown,no
67,retired,married,primary,no,1430,no,no,telephone,12,oct,88,3,-1,0,unknown,no
29,services,married,secondary,no,23,no,no,cellular,17,jul,57,4,-1,0,unknown,no
40,services,married,secondary,no,429,no,no,unknown,5,jun,272,2,-1,0,unknown,no
61,self-employed,divorced,tertiary,no,52587,no,no,cellular,10,aug,290,1,-1,0,unknown,yes
33,management,married,tertiary,no,403,yes,no,unknown,26,may,114,2,-1,0,unknown,no
40,admin.,single,primary,no,1970,no,no,cellular,8,may,579,1,-1,0,unknown,no
60,admin.,married,secondary,no,1538,no,no,cellular,13,aug,352,2,-1,0,unknown,no
46,admin.,married,secondary,no,1083,no,no,cellular,25,aug,67,9,-1,0,unknown,no
36,technician,single,secondary,yes,12,no,no,cellular,12,aug,587,2,-1,0,unknown,yes
35,technician,divorced,secondary,no,0,no,no,cellular,24,jul,262,2,-1,0,unknown,no
46,unemployed,single,tertiary,no,705,no,no,cellular,4,feb,398,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,925,yes,yes,unknown,20,jun,22,8,-1,0,unknown,no
49,entrepreneur,married,tertiary,no,4976,yes,no,cellular,13,may,36,9,173,1,failure,no
27,blue-collar,single,secondary,no,535,no,no,cellular,16,nov,183,1,94,1,success,yes
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,apr,146,4,-1,0,unknown,yes
49,self-employed,married,tertiary,no,147,no,yes,cellular,2,feb,559,1,189,4,failure,no
54,retired,divorced,secondary,no,1483,yes,yes,cellular,8,may,53,2,-1,0,unknown,no
28,admin.,married,secondary,no,0,yes,yes,cellular,26,may,89,1,-1,0,unknown,no
32,technician,married,secondary,no,476,yes,no,cellular,22,jul,503,7,-1,0,unknown,no
41,housemaid,married,secondary,no,304,no,no,cellular,20,aug,132,1,-1,0,unknown,no
56,admin.,divorced,secondary,no,778,yes,no,unknown,6,may,149,2,-1,0,unknown,no
35,management,divorced,tertiary,no,178,yes,no,unknown,23,may,703,2,-1,0,unknown,no
51,technician,married,tertiary,no,1533,no,no,unknown,18,jun,242,2,-1,0,unknown,no
42,management,married,tertiary,no,-100,yes,no,cellular,15,jul,87,5,-1,0,unknown,no
33,self-employed,single,tertiary,no,562,yes,yes,cellular,6,apr,196,1,363,1,failure,yes
35,management,single,secondary,no,329,no,no,cellular,23,jul,375,8,-1,0,unknown,no
49,entrepreneur,single,secondary,no,5802,no,no,cellular,12,aug,175,3,104,2,success,no
28,blue-collar,married,primary,no,-65,yes,no,cellular,4,may,90,4,-1,0,unknown,no
35,admin.,divorced,secondary,no,534,no,no,cellular,15,may,669,1,312,3,failure,yes
43,management,divorced,tertiary,no,1819,no,yes,cellular,14,aug,41,2,-1,0,unknown,no
30,student,single,unknown,no,809,no,no,cellular,20,nov,26,5,171,2,failure,no
40,blue-collar,single,primary,no,118,no,no,unknown,23,feb,16,1,-1,0,unknown,no
38,technician,single,secondary,no,1788,no,no,cellular,8,aug,391,2,-1,0,unknown,no
38,admin.,single,unknown,no,31,no,no,cellular,20,apr,59,3,-1,0,unknown,no
46,blue-collar,married,primary,no,938,yes,no,unknown,2,jun,92,2,-1,0,unknown,no
33,blue-collar,married,primary,yes,-744,yes,no,unknown,8,may,206,1,-1,0,unknown,no
53,entrepreneur,married,secondary,no,0,no,no,cellular,29,aug,88,3,-1,0,unknown,no
41,blue-collar,divorced,secondary,no,2540,yes,no,cellular,15,may,82,2,366,1,failure,no
51,technician,married,secondary,no,58,yes,no,cellular,17,nov,79,1,129,2,failure,no
42,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,71,1,-1,0,unknown,no
40,housemaid,married,primary,no,118,yes,no,cellular,5,feb,162,2,-1,0,unknown,no
49,blue-collar,married,unknown,no,507,no,yes,unknown,18,jun,16,14,-1,0,unknown,no
36,technician,divorced,secondary,no,5957,yes,no,cellular,18,nov,138,2,-1,0,unknown,no
32,technician,single,secondary,no,562,yes,no,unknown,30,may,722,3,-1,0,unknown,yes
45,blue-collar,married,primary,no,2433,no,no,cellular,6,aug,133,2,-1,0,unknown,no
38,blue-collar,single,primary,no,127,yes,no,cellular,28,jan,70,1,-1,0,unknown,no
31,admin.,married,secondary,no,10,no,no,cellular,15,jul,156,4,-1,0,unknown,no
35,management,single,tertiary,no,2486,yes,no,cellular,25,may,265,1,-1,0,unknown,no
46,technician,divorced,secondary,no,0,no,no,telephone,14,aug,135,8,-1,0,unknown,no
59,retired,married,primary,no,2074,no,no,cellular,21,dec,467,1,186,2,success,yes
36,management,single,tertiary,no,2745,yes,no,cellular,8,aug,306,3,-1,0,unknown,no
27,blue-collar,single,primary,no,1,no,no,cellular,3,feb,10,6,-1,0,unknown,no
33,management,married,tertiary,no,1323,no,no,cellular,15,sep,109,2,106,1,success,no
71,retired,married,secondary,no,29941,no,no,telephone,18,jun,80,1,71,3,other,no
58,management,married,tertiary,no,5680,no,no,unknown,18,jun,114,1,-1,0,unknown,no
27,technician,single,secondary,no,274,yes,no,cellular,16,apr,483,2,-1,0,unknown,no
54,services,married,tertiary,no,0,no,no,cellular,28,aug,282,2,-1,0,unknown,no
35,management,married,tertiary,no,36,no,yes,cellular,16,jul,1656,5,-1,0,unknown,yes
30,management,single,tertiary,no,20580,yes,no,cellular,21,nov,116,2,-1,0,unknown,no
33,management,married,tertiary,no,1071,no,no,cellular,12,aug,83,4,-1,0,unknown,no
35,management,divorced,tertiary,no,26,no,no,cellular,16,apr,78,2,-1,0,unknown,yes
47,services,married,secondary,no,1764,no,yes,cellular,26,aug,119,6,-1,0,unknown,no
50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,jul,1088,17,-1,0,unknown,yes
35,management,single,tertiary,no,538,no,no,cellular,22,dec,410,3,165,2,other,yes
30,self-employed,single,tertiary,no,578,yes,no,unknown,2,jun,142,4,-1,0,unknown,no
46,admin.,divorced,secondary,no,1342,yes,no,cellular,4,feb,135,1,-1,0,unknown,no
36,management,married,tertiary,no,59,yes,yes,unknown,4,jul,100,1,-1,0,unknown,no
29,management,single,tertiary,no,1026,no,no,cellular,12,nov,226,1,92,1,other,yes
45,technician,single,secondary,no,1196,yes,no,cellular,14,jul,108,6,-1,0,unknown,no
39,technician,single,secondary,no,671,no,yes,cellular,11,jul,98,2,-1,0,unknown,no
36,technician,single,secondary,no,0,no,no,cellular,28,aug,8,13,-1,0,unknown,no
31,blue-collar,married,secondary,no,2,yes,no,cellular,10,jul,371,1,-1,0,unknown,no
39,unemployed,divorced,secondary,no,507,yes,no,unknown,12,may,150,7,-1,0,unknown,no
46,blue-collar,married,secondary,no,1232,no,yes,cellular,3,feb,300,3,195,8,other,no
41,management,married,tertiary,no,0,yes,no,cellular,23,jul,285,3,-1,0,unknown,no
34,management,married,tertiary,no,-123,yes,no,cellular,14,jul,64,3,-1,0,unknown,no
33,technician,married,secondary,no,1026,no,no,cellular,3,aug,326,2,340,3,failure,no
46,management,divorced,secondary,no,145,yes,no,cellular,20,apr,113,2,270,5,failure,no
39,technician,single,secondary,no,14,yes,no,cellular,7,may,72,1,-1,0,unknown,no
38,technician,single,secondary,no,311,yes,no,cellular,28,may,61,2,-1,0,unknown,no
25,management,single,tertiary,no,145,no,no,cellular,5,feb,145,1,182,1,failure,no
48,blue-collar,married,secondary,no,1230,yes,no,cellular,13,may,328,2,182,3,success,yes
60,retired,married,secondary,no,819,yes,no,unknown,19,may,110,2,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,770,no,no,cellular,7,aug,65,2,-1,0,unknown,no
51,management,divorced,tertiary,no,-227,yes,no,cellular,15,may,404,1,-1,0,unknown,no
34,technician,married,secondary,no,209,yes,yes,cellular,8,apr,375,2,-1,0,unknown,no
29,management,single,tertiary,no,1026,no,no,cellular,12,feb,138,2,92,2,success,yes
39,admin.,single,secondary,no,1661,no,yes,cellular,8,jul,431,1,-1,0,unknown,no
49,technician,married,secondary,no,204,no,yes,telephone,14,jul,198,5,-1,0,unknown,no
55,management,married,unknown,no,0,no,no,unknown,5,jun,353,2,-1,0,unknown,no
72,management,married,tertiary,no,7003,no,no,telephone,24,jul,116,3,-1,0,unknown,no
52,unknown,married,tertiary,no,1618,no,no,cellular,29,jan,184,2,-1,0,unknown,no
38,self-employed,single,secondary,no,4056,no,no,unknown,11,jun,69,2,-1,0,unknown,no
61,retired,married,secondary,no,123,no,no,cellular,7,jul,112,2,-1,0,unknown,no
44,blue-collar,single,secondary,no,0,yes,no,cellular,15,apr,442,1,-1,0,unknown,no
44,management,married,tertiary,no,1850,yes,no,cellular,6,may,274,1,-1,0,unknown,no
57,technician,married,tertiary,no,-40,no,yes,cellular,7,jul,88,1,-1,0,unknown,no
48,management,married,tertiary,no,2218,yes,no,unknown,13,may,43,2,-1,0,unknown,no
47,management,divorced,tertiary,no,2515,no,no,unknown,20,jun,40,3,-1,0,unknown,no
37,blue-collar,single,secondary,no,5742,yes,yes,cellular,30,jan,588,1,-1,0,unknown,no
55,management,married,tertiary,no,685,yes,no,unknown,5,may,174,3,-1,0,unknown,no
43,blue-collar,married,primary,no,7727,yes,no,unknown,15,may,302,8,-1,0,unknown,no
53,services,married,secondary,no,139,yes,no,cellular,19,aug,28,17,-1,0,unknown,no
60,blue-collar,married,primary,no,11,no,no,telephone,26,aug,15,10,-1,0,unknown,no
41,technician,married,secondary,no,799,no,no,cellular,31,jul,125,6,-1,0,unknown,no
56,management,married,tertiary,no,154,no,no,cellular,25,aug,454,6,-1,0,unknown,no
37,services,married,secondary,no,20,yes,no,telephone,14,may,151,5,-1,0,unknown,no
59,retired,married,primary,no,1390,no,yes,cellular,6,aug,148,2,-1,0,unknown,no
57,self-employed,single,secondary,no,3277,no,no,unknown,5,jun,127,4,-1,0,unknown,no
55,blue-collar,married,primary,no,137,no,no,telephone,8,jul,377,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,225,yes,no,cellular,18,nov,236,1,-1,0,unknown,no
47,management,divorced,tertiary,no,-363,yes,yes,unknown,27,may,513,1,-1,0,unknown,no
53,management,married,secondary,no,478,yes,no,cellular,2,feb,66,1,264,2,failure,no
32,blue-collar,married,primary,no,474,yes,no,cellular,20,apr,198,1,-1,0,unknown,no
42,technician,married,secondary,no,440,yes,no,cellular,3,feb,13,5,-1,0,unknown,no
31,management,married,tertiary,no,1812,no,no,cellular,4,nov,138,1,84,2,failure,no
27,technician,single,secondary,no,155,yes,no,cellular,18,may,26,4,-1,0,unknown,no
46,self-employed,divorced,tertiary,no,926,yes,no,cellular,1,apr,463,1,133,3,failure,no
58,retired,married,secondary,no,1172,no,no,cellular,31,jul,86,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,-338,yes,no,unknown,30,may,91,9,-1,0,unknown,no
42,blue-collar,married,primary,no,321,yes,no,unknown,14,may,147,3,-1,0,unknown,no
44,technician,married,tertiary,no,1818,yes,yes,cellular,30,apr,247,1,-1,0,unknown,no
52,unemployed,married,secondary,no,2251,yes,no,unknown,3,jun,58,9,-1,0,unknown,no
58,blue-collar,married,secondary,no,2146,no,no,cellular,7,jul,206,3,-1,0,unknown,no
22,student,single,unknown,no,549,no,no,cellular,2,sep,154,1,-1,0,unknown,no
56,retired,married,tertiary,no,5769,no,no,unknown,20,jun,15,3,-1,0,unknown,no
59,blue-collar,married,secondary,no,-139,no,no,cellular,18,jul,33,1,-1,0,unknown,no
37,services,single,secondary,no,934,yes,no,unknown,16,may,242,3,-1,0,unknown,no
33,blue-collar,married,primary,no,198,yes,no,unknown,7,may,121,2,-1,0,unknown,no
40,management,married,tertiary,no,105,yes,yes,cellular,27,aug,166,9,-1,0,unknown,no
46,blue-collar,married,primary,no,225,no,no,cellular,22,aug,157,6,-1,0,unknown,no
34,self-employed,married,secondary,no,-370,yes,no,unknown,21,may,748,1,-1,0,unknown,no
49,technician,married,tertiary,no,8422,yes,no,cellular,20,nov,166,3,-1,0,unknown,no
48,technician,married,unknown,no,5176,no,no,cellular,29,jul,162,2,-1,0,unknown,no
33,technician,married,secondary,no,152,yes,no,cellular,7,jul,136,1,-1,0,unknown,no
36,services,single,secondary,no,23,yes,no,cellular,28,dec,256,1,-1,0,unknown,no
62,management,married,secondary,no,1128,no,no,cellular,2,sep,236,1,290,3,other,yes
30,blue-collar,married,secondary,no,578,yes,yes,unknown,4,jun,48,1,-1,0,unknown,no
40,admin.,married,secondary,no,767,yes,no,cellular,6,feb,168,1,-1,0,unknown,no
55,management,married,secondary,no,51,no,no,cellular,8,jul,102,1,-1,0,unknown,no
56,retired,married,secondary,no,364,no,no,cellular,5,aug,105,1,-1,0,unknown,no
51,services,married,secondary,no,657,no,no,cellular,3,apr,66,2,-1,0,unknown,no
40,blue-collar,married,primary,no,558,yes,yes,unknown,21,may,56,3,-1,0,unknown,no
48,entrepreneur,divorced,tertiary,no,3520,yes,no,cellular,20,nov,73,4,-1,0,unknown,no
32,services,single,secondary,no,81,yes,no,unknown,7,may,126,5,-1,0,unknown,no
57,admin.,married,primary,no,389,no,no,cellular,9,jul,108,2,-1,0,unknown,no
59,retired,married,tertiary,no,941,no,yes,cellular,4,feb,231,1,210,1,failure,no
47,blue-collar,divorced,secondary,yes,0,no,yes,unknown,26,jun,622,3,-1,0,unknown,no
25,technician,single,secondary,no,266,no,yes,cellular,15,jun,74,1,-1,0,unknown,no
33,technician,married,secondary,no,79,no,no,cellular,29,aug,144,3,-1,0,unknown,no
31,management,single,tertiary,no,15,no,no,cellular,11,aug,119,2,-1,0,unknown,no
33,technician,married,tertiary,no,525,yes,yes,cellular,30,jan,499,1,247,1,failure,no
59,retired,divorced,tertiary,no,4,yes,no,unknown,2,jun,517,2,-1,0,unknown,no
78,retired,divorced,secondary,no,3219,no,no,cellular,24,feb,151,1,-1,0,unknown,yes
33,blue-collar,divorced,secondary,no,86,no,yes,cellular,21,nov,183,3,186,1,failure,no
37,management,married,tertiary,no,1698,yes,no,unknown,6,jun,95,2,-1,0,unknown,no
48,housemaid,married,primary,no,379,no,no,cellular,17,jul,402,2,-1,0,unknown,no
36,admin.,married,secondary,no,953,yes,no,cellular,17,feb,38,1,-1,0,unknown,no
57,retired,married,secondary,no,975,no,no,cellular,16,jul,166,1,-1,0,unknown,no
50,entrepreneur,married,tertiary,no,861,no,no,unknown,9,jun,117,1,-1,0,unknown,no
33,admin.,divorced,secondary,no,661,yes,no,cellular,11,aug,108,1,99,7,failure,no
39,blue-collar,divorced,primary,no,4168,yes,no,unknown,20,jun,172,3,-1,0,unknown,no
38,admin.,divorced,secondary,no,478,no,no,cellular,29,jan,73,1,-1,0,unknown,no
36,blue-collar,single,primary,no,3214,yes,no,unknown,16,jun,124,2,-1,0,unknown,no
51,technician,married,secondary,no,216,no,no,cellular,7,jul,615,2,-1,0,unknown,yes
48,services,married,secondary,no,-110,yes,no,cellular,20,apr,97,2,321,2,other,no
28,management,single,tertiary,no,882,no,yes,cellular,29,jan,94,1,205,2,failure,no
53,technician,married,tertiary,no,3177,no,no,cellular,8,aug,92,2,-1,0,unknown,no
46,entrepreneur,married,unknown,no,1481,yes,no,unknown,7,may,49,3,-1,0,unknown,no
36,housemaid,married,secondary,no,409,yes,no,cellular,8,may,104,2,-1,0,unknown,no
36,management,single,secondary,no,4394,yes,no,cellular,14,apr,114,1,-1,0,unknown,no
40,admin.,married,secondary,no,275,yes,no,cellular,9,jul,139,1,-1,0,unknown,no
44,services,married,secondary,no,4837,yes,no,cellular,13,may,324,3,-1,0,unknown,no
69,retired,divorced,secondary,no,1806,no,no,cellular,1,jul,148,2,-1,0,unknown,no
31,technician,married,secondary,no,0,yes,yes,cellular,28,jan,71,1,223,9,other,no
57,housemaid,married,primary,no,473,no,no,unknown,9,jun,87,1,-1,0,unknown,no
40,blue-collar,married,primary,no,743,no,no,unknown,5,jun,18,2,-1,0,unknown,no
59,housemaid,divorced,secondary,no,122,no,no,cellular,15,jul,129,1,-1,0,unknown,no
36,services,single,secondary,no,203,yes,no,unknown,27,may,193,5,-1,0,unknown,no
48,admin.,divorced,secondary,no,-212,yes,yes,unknown,26,may,76,1,-1,0,unknown,no
27,technician,single,tertiary,no,28,no,no,cellular,28,jan,174,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,1,yes,no,unknown,6,may,215,1,-1,0,unknown,no
36,self-employed,divorced,tertiary,no,1354,yes,no,cellular,14,may,1723,1,356,2,success,yes
50,management,married,tertiary,no,0,no,no,cellular,30,jan,199,1,205,1,failure,no
35,blue-collar,divorced,primary,no,37,no,yes,cellular,29,jul,104,7,-1,0,unknown,no
45,admin.,married,secondary,no,1214,yes,no,cellular,28,jul,118,2,-1,0,unknown,no
42,services,single,secondary,no,-193,yes,no,cellular,13,may,1805,4,-1,0,unknown,no
29,technician,single,secondary,no,426,yes,no,telephone,29,jul,121,6,-1,0,unknown,no
26,technician,single,secondary,yes,-516,yes,no,unknown,23,may,386,2,-1,0,unknown,no
43,management,married,tertiary,no,0,yes,no,unknown,16,jun,100,17,-1,0,unknown,no
25,admin.,married,tertiary,no,906,no,no,cellular,26,may,253,1,-1,0,unknown,yes
46,blue-collar,married,secondary,no,4044,no,no,cellular,7,jul,326,3,-1,0,unknown,no
56,management,married,secondary,no,0,no,no,telephone,18,nov,189,1,-1,0,unknown,no
31,services,single,secondary,no,125,no,no,cellular,4,may,200,1,91,1,failure,no
34,management,married,tertiary,no,333,no,no,cellular,25,may,170,1,-1,0,unknown,no
36,self-employed,married,secondary,no,189,yes,no,cellular,22,jul,632,1,-1,0,unknown,no
30,technician,single,tertiary,no,177,no,no,cellular,13,aug,109,3,-1,0,unknown,no
80,retired,married,secondary,no,2354,no,no,telephone,4,feb,739,1,181,2,failure,yes
50,management,divorced,tertiary,no,1270,yes,no,cellular,4,may,24,3,-1,0,unknown,no
35,blue-collar,married,primary,no,147,yes,no,cellular,5,may,358,1,337,3,failure,no
43,management,married,tertiary,no,0,no,no,cellular,6,aug,124,2,-1,0,unknown,no
51,technician,married,tertiary,no,1347,yes,yes,cellular,10,feb,160,1,243,1,failure,yes
